SNP	marker	chr	pos_cM	pos_bp
3_225663905	M2575	3	137.6	225663905
3_225753590	M2576	3	137.8	225753590
3_225865237	M2577	3	138	225865237
3_226089201	M2580	3	138.6	226089201
3_226160104	M2581	3	138.8	226160104
3_226259994	M2582	3	139	226259994
3_226339864	M2583	3	139.2	226339864
3_226515371	M2585	3	139.6	226515371
3_226626485	M2586	3	139.8	226626485
3_226709832	M2587	3	140	226709832
3_226792905	M2588	3	140.2	226792905
3_226908999	M2589	3	140.4	226908999
3_227056711	M2591	3	140.8	227056711
3_227144189	M2592	3	141	227144189
3_227223330	M2593	3	141.2	227223330
3_227378870	M2594	3	141.4	227378870
3_227412062	M2595	3	141.6	227412062
3_227501095	M2596	3	141.8	227501095
3_227588356	M2597	3	142	227588356
3_227672436	M2598	3	142.2	227672436
3_227759239	M2599	3	142.4	227759239
3_227846493	M2600	3	142.6	227846493
3_227952613	M2601	3	142.8	227952613
3_228025090	M2602	3	143	228025090
3_228195313	M2604	3	143.4	228195313
3_228286992	M2605	3	143.6	228286992
3_228381456	M2606	3	143.8	228381456
3_228545481	M2608	3	144.2	228545481
3_228658068	M2609	3	144.4	228658068
3_228746423	M2610	3	144.6	228746423
3_228834599	M2611	3	144.8	228834599
3_228989693	M2612	3	145	228989693
3_229164292	M2614	3	145.4	229164292
3_229205730	M2615	3	145.6	229205730
3_229255896	M2616	3	145.8	229255896
3_229334152	M2617	3	146	229334152
3_229430869	M2618	3	146.2	229430869
3_229507410	M2619	3	146.4	229507410
3_229586116	M2620	3	146.6	229586116
3_229711977	M2621	3	146.8	229711977
3_229836765	M2622	3	147	229836765
3_229943930	M2623	3	147.2	229943930
3_230183477	M2624	3	147.4	230183477
3_230296003	M2625	3	147.6	230296003
3_230427449	M2626	3	147.8	230427449
3_230570599	M2627	3	148	230570599
3_230679548	M2628	3	148.2	230679548
3_230801024	M2629	3	148.4	230801024
3_230921715	M2630	3	148.6	230921715
3_231046370	M2631	3	148.8	231046370
3_231166738	M2632	3	149	231166738
3_231424505	M2634	3	149.4	231424505
3_231547498	M2635	3	149.6	231547498
3_231669389	M2636	3	149.8	231669389
3_231800811	M2637	3	150	231800811
3_231913399	M2638	3	150.2	231913399
3_232053609	M2639	3	150.4	232053609
3_232171839	M2640	3	150.6	232171839
3_232303543	M2641	3	150.8	232303543
3_232431907	M2642	3	151	232431907
3_232554002	M2643	3	151.2	232554002
3_232663071	M2644	3	151.4	232663071
3_232797373	M2645	3	151.6	232797373
3_232921048	M2646	3	151.8	232921048
3_233043801	M2647	3	152	233043801
3_233158041	M2648	3	152.2	233158041
3_233242399	M2649	3	152.4	233242399
3_233322679	M2650	3	152.6	233322679
3_233391177	M2651	3	152.8	233391177
3_233493467	M2652	3	153	233493467
3_233630056	M2653	3	153.2	233630056
3_233670296	M2654	3	153.4	233670296
3_233755239	M2655	3	153.6	233755239
3_233848631	M2656	3	153.8	233848631
3_233880807	M2657	3	154	233880807
3_233991790	M2658	3	154.2	233991790
3_234042945	M2659	3	154.4	234042945
3_234155671	M2660	3	154.6	234155671
3_234295904	M2661	3	154.8	234295904
3_234438239	M2662	3	155	234438239
3_234997855	M2663	3	155.2	234997855
3_235114284	M2664	3	155.4	235114284
3_235212290	M2665	3	155.6	235212290
3_235312295	M2666	3	155.8	235312295
3_235409501	M2667	3	156	235409501
3_235507837	M2668	3	156.2	235507837
3_235667834	End3	3	156.525408802473	235667834
4_1	Start4	4	-4.32261323498857	1
4_278236	M2679	4	-3.6	278236
4_509260	M2682	4	-3	509260
4_576148	M2683	4	-2.8	576148
4_693766	M2684	4	-2.6	693766
4_718120	M2685	4	-2.4	718120
4_794845	M2686	4	-2.2	794845
4_863266	M2687	4	-2	863266
4_935392	M2688	4	-1.8	935392
4_1002778	M2689	4	-1.6	1002778
4_1069191	M2690	4	-1.4	1069191
4_1138880	M2691	4	-1.2	1138880
4_1202110	M2692	4	-1	1202110
4_1268516	M2693	4	-0.8	1268516
4_1457440	M2695	4	-0.4	1457440
4_1523698	M2696	4	-0.2	1523698
4_1558434	M2697	4	0	1558434
4_1646960	M2699	4	0.4	1646960
4_1695450	M2700	4	0.6	1695450
4_1747090	M2701	4	0.8	1747090
4_2442329	M2709	4	2.4	2442329
4_2547202	M2711	4	2.8	2547202
4_2598794	M2712	4	3	2598794
4_2649738	M2713	4	3.2	2649738
4_2699198	M2714	4	3.4	2699198
4_2752923	M2715	4	3.6	2752923
4_2803697	M2716	4	3.8	2803697
4_2925710	M2718	4	4.2	2925710
4_2973839	M2719	4	4.4	2973839
4_3023835	M2720	4	4.6	3023835
4_3070935	M2721	4	4.8	3070935
4_3119840	M2722	4	5	3119840
4_3170017	M2723	4	5.2	3170017
4_3219344	M2724	4	5.4	3219344
4_3269528	M2725	4	5.6	3269528
4_3329307	M2726	4	5.8	3329307
4_3423537	M2728	4	6.2	3423537
4_3473851	M2729	4	6.4	3473851
4_3522176	M2730	4	6.6	3522176
4_3572243	M2731	4	6.8	3572243
4_3614687	M2732	4	7	3614687
4_3643928	M2733	4	7.2	3643928
4_3677692	M2734	4	7.4	3677692
4_3739016	M2735	4	7.6	3739016
4_3758830	M2736	4	7.8	3758830
4_3792592	M2737	4	8	3792592
4_3826413	M2738	4	8.2	3826413
4_3860177	M2739	4	8.4	3860177
4_3882763	M2741	4	8.8	3882763
4_4090737	M2742	4	9	4090737
4_4124498	M2743	4	9.2	4124498
4_4145385	M2744	4	9.4	4145385
4_4190110	M2745	4	9.6	4190110
4_4224032	M2746	4	9.8	4224032
4_4257796	M2747	4	10	4257796
4_4309017	M2748	4	10.2	4309017
4_4343990	M2749	4	10.4	4343990
4_4384330	M2750	4	10.6	4384330
4_4417912	M2751	4	10.8	4417912
4_4477992	M2753	4	11.2	4477992
4_4576195	M2756	4	11.8	4576195
4_4609957	M2757	4	12	4609957
4_4666682	M2758	4	12.2	4666682
4_4707893	M2759	4	12.4	4707893
4_4789209	M2760	4	12.6	4789209
4_4844540	M2761	4	12.8	4844540
4_4993399	M2762	4	13	4993399
4_5043998	M2763	4	13.2	5043998
4_5099325	M2764	4	13.4	5099325
4_5154654	M2765	4	13.6	5154654
4_5209776	M2766	4	13.8	5209776
4_5279425	M2768	4	14.2	5279425
4_5334708	M2769	4	14.4	5334708
4_5389902	M2770	4	14.6	5389902
4_5486741	M2771	4	14.8	5486741
4_5509579	M2772	4	15	5509579
4_5564907	M2773	4	15.2	5564907
4_5620231	M2774	4	15.4	5620231
4_5754616	M2777	4	16	5754616
4_5810018	M2778	4	16.2	5810018
4_5865222	M2779	4	16.4	5865222
4_5936095	M2780	4	16.6	5936095
4_5989444	M2781	4	16.8	5989444
4_6047108	M2782	4	17	6047108
4_6101958	M2783	4	17.2	6101958
4_6144108	M2784	4	17.4	6144108
4_6208168	M2785	4	17.6	6208168
4_6271761	M2786	4	17.8	6271761
4_6339025	M2787	4	18	6339025
4_6382105	M2788	4	18.2	6382105
4_6438139	M2789	4	18.4	6438139
4_6494872	M2790	4	18.6	6494872
4_6556681	M2791	4	18.8	6556681
4_6612001	M2792	4	19	6612001
4_6683536	M2793	4	19.2	6683536
4_6735488	M2794	4	19.4	6735488
4_6791347	M2795	4	19.6	6791347
4_6852805	M2796	4	19.8	6852805
4_6909878	M2797	4	20	6909878
4_6966963	M2798	4	20.2	6966963
4_7024097	M2799	4	20.4	7024097
4_7075278	M2800	4	20.6	7075278
4_7131164	M2801	4	20.8	7131164
4_7186495	M2802	4	21	7186495
4_7241703	M2803	4	21.2	7241703
4_7296792	M2804	4	21.4	7296792
4_7350245	M2805	4	21.6	7350245
4_7405386	M2806	4	21.8	7405386
4_7580845	M2807	4	22	7580845
4_7893120	M2809	4	22.4	7893120
4_8095035	M2810	4	22.6	8095035
4_8222903	M2811	4	22.8	8222903
4_8732598	M2814	4	23.4	8732598
4_8894537	M2815	4	23.6	8894537
4_9060315	M2816	4	23.8	9060315
4_9233190	M2817	4	24	9233190
4_9395381	M2818	4	24.2	9395381
4_9574973	M2819	4	24.4	9574973
4_9719361	M2820	4	24.6	9719361
4_9879632	M2821	4	24.8	9879632
4_10218467	M2823	4	25.2	10218467
4_10353639	M2824	4	25.4	10353639
4_10534696	M2825	4	25.6	10534696
4_10650484	M2826	4	25.8	10650484
4_10681362	M2827	4	26	10681362
4_10767642	M2828	4	26.2	10767642
4_10824644	M2829	4	26.4	10824644
4_10880710	M2830	4	26.6	10880710
4_10938425	M2831	4	26.8	10938425
4_10999939	M2832	4	27	10999939
4_11058682	M2833	4	27.2	11058682
4_11115652	M2834	4	27.4	11115652
4_11158613	M2835	4	27.6	11158613
4_11231534	M2836	4	27.8	11231534
4_11267382	M2837	4	28	11267382
4_11353102	M2838	4	28.2	11353102
4_11413228	M2839	4	28.4	11413228
4_11471741	M2840	4	28.6	11471741
4_11526367	M2841	4	28.8	11526367
4_11583614	M2842	4	29	11583614
4_11643662	M2843	4	29.2	11643662
4_11697111	M2844	4	29.4	11697111
4_11759389	M2845	4	29.6	11759389
4_11812779	M2846	4	29.8	11812779
4_11870079	M2847	4	30	11870079
4_11885535	M2849	4	30.4	11885535
4_12019893	M2850	4	30.6	12019893
4_12088236	M2851	4	30.8	12088236
4_12144096	M2852	4	31	12144096
4_12250277	M2853	4	31.2	12250277
4_12307584	M2854	4	31.4	12307584
4_12356121	M2855	4	31.6	12356121
4_12404412	M2856	4	31.8	12404412
4_12485720	M2858	4	32.2	12485720
4_12534199	M2859	4	32.4	12534199
4_12683473	M2862	4	33	12683473
4_12731397	M2863	4	33.2	12731397
4_12779220	M2864	4	33.4	12779220
4_12826737	M2865	4	33.6	12826737
4_13564578	M2866	4	33.8	13564578
4_13666924	M2867	4	34	13666924
4_13770825	M2868	4	34.2	13770825
4_13975378	M2870	4	34.6	13975378
4_14077181	M2871	4	34.8	14077181
4_14188988	M2872	4	35	14188988
4_14297021	M2873	4	35.2	14297021
4_14366189	M2874	4	35.4	14366189
4_14581850	M2877	4	36	14581850
4_14690598	M2878	4	36.2	14690598
4_14887167	M2880	4	36.6	14887167
4_15396118	M2882	4	37	15396118
4_15487173	M2883	4	37.2	15487173
4_15599009	M2884	4	37.4	15599009
4_15712696	M2885	4	37.6	15712696
4_15811153	M2886	4	37.8	15811153
4_15911024	M2887	4	38	15911024
4_16028116	M2888	4	38.2	16028116
4_16109600	M2889	4	38.4	16109600
4_16196522	M2890	4	38.6	16196522
4_16321030	M2891	4	38.8	16321030
4_16448914	M2892	4	39	16448914
4_16762409	M2893	4	39.2	16762409
4_17108460	M2894	4	39.4	17108460
4_17469411	M2895	4	39.6	17469411
4_17798171	M2896	4	39.8	17798171
4_18132614	M2897	4	40	18132614
4_18470302	M2898	4	40.2	18470302
4_18644214	M2899	4	40.4	18644214
4_18841995	M2900	4	40.6	18841995
4_18995246	M2901	4	40.8	18995246
4_19162286	M2902	4	41	19162286
4_19339233	M2903	4	41.2	19339233
4_19677226	M2905	4	41.6	19677226
4_19825098	M2906	4	41.8	19825098
4_19989524	M2907	4	42	19989524
4_20156127	M2908	4	42.2	20156127
4_20663345	M2911	4	42.8	20663345
4_21007673	M2913	4	43.2	21007673
4_21175683	M2914	4	43.4	21175683
4_21365405	M2915	4	43.6	21365405
4_21565586	M2916	4	43.8	21565586
4_21794729	M2917	4	44	21794729
4_22030355	M2918	4	44.2	22030355
4_22509974	M2920	4	44.6	22509974
4_22743714	M2921	4	44.8	22743714
4_22967584	M2922	4	45	22967584
4_23447222	M2924	4	45.4	23447222
4_23674497	M2925	4	45.6	23674497
4_23914920	M2926	4	45.8	23914920
4_24791359	M2929	4	46.4	24791359
4_25026344	M2930	4	46.6	25026344
4_25374582	M2931	4	46.8	25374582
4_25623443	M2932	4	47	25623443
4_25853963	M2933	4	47.2	25853963
4_26080926	M2934	4	47.4	26080926
4_26466253	M2935	4	47.6	26466253
4_27040266	M2936	4	47.8	27040266
4_27596274	M2937	4	48	27596274
4_28057959	M2938	4	48.2	28057959
4_28551928	M2939	4	48.4	28551928
4_29034452	M2940	4	48.6	29034452
4_29528021	M2941	4	48.8	29528021
4_30069713	M2942	4	49	30069713
4_30716637	M2943	4	49.2	30716637
4_31071518	M2944	4	49.4	31071518
4_31404256	M2945	4	49.6	31404256
4_31780316	M2946	4	49.8	31780316
4_32165296	M2947	4	50	32165296
4_32423596	M2948	4	50.2	32423596
4_32909190	M2949	4	50.4	32909190
4_33317365	M2950	4	50.6	33317365
4_33976428	M2952	4	51	33976428
4_34342557	M2953	4	51.2	34342557
4_34702174	M2954	4	51.4	34702174
4_35084917	M2955	4	51.6	35084917
4_35446863	M2956	4	51.8	35446863
4_35797335	M2957	4	52	35797335
4_36493366	M2959	4	52.4	36493366
4_37575407	M2960	4	52.6	37575407
4_38013622	M2961	4	52.8	38013622
4_38891846	M2963	4	53.2	38891846
4_39888579	M2965	4	53.6	39888579
4_41619424	M2966	4	53.8	41619424
4_43284309	M2967	4	54	43284309
4_45022243	M2968	4	54.2	45022243
4_46743905	M2969	4	54.4	46743905
4_52075587	M2972	4	55	52075587
4_58647275	M2973	4	55.2	58647275
4_59973293	M2974	4	55.4	59973293
4_61318291	M2975	4	55.6	61318291
4_68411701	M2976	4	55.8	68411701
4_70447925	M2977	4	56	70447925
4_74344149	M2978	4	56.2	74344149
4_76281863	M2979	4	56.4	76281863
4_79317022	M2980	4	56.6	79317022
4_82305779	M2981	4	56.8	82305779
4_84167309	M2982	4	57	84167309
4_85967609	M2983	4	57.2	85967609
4_88626110	M2984	4	57.4	88626110
4_95240143	M2985	4	57.6	95240143
4_120878333	M2987	4	58	120878333
4_128883494	M2988	4	58.2	128883494
4_132888380	M2989	4	58.4	132888380
4_137043453	M2990	4	58.6	137043453
4_139968162	M2992	4	59	139968162
4_142316868	M2994	4	59.4	142316868
4_143483987	M2995	4	59.6	143483987
4_144585438	M2996	4	59.8	144585438
4_145881048	M2997	4	60	145881048
4_147010998	M2998	4	60.2	147010998
4_148150198	M2999	4	60.4	148150198
4_148709291	M3000	4	60.6	148709291
4_149223369	M3001	4	60.8	149223369
4_149893739	M3002	4	61	149893739
4_150262809	M3003	4	61.2	150262809
4_150780203	M3004	4	61.4	150780203
4_152669078	M3005	4	61.6	152669078
4_153916550	M3006	4	61.8	153916550
4_154221871	M3007	4	62	154221871
4_154823789	M3009	4	62.4	154823789
4_155084168	M3010	4	62.6	155084168
4_155387647	M3011	4	62.8	155387647
4_155700464	M3012	4	63	155700464
4_155972248	M3013	4	63.2	155972248
4_156267134	M3014	4	63.4	156267134
4_156556802	M3015	4	63.6	156556802
4_156833214	M3016	4	63.8	156833214
4_157118720	M3017	4	64	157118720
4_157382111	M3018	4	64.2	157382111
4_157649022	M3019	4	64.4	157649022
4_157933728	M3020	4	64.6	157933728
4_158227058	M3021	4	64.8	158227058
4_158454270	M3022	4	65	158454270
4_158716594	M3023	4	65.2	158716594
4_158873302	M3024	4	65.4	158873302
4_159274754	M3025	4	65.6	159274754
4_159508230	M3026	4	65.8	159508230
4_159671637	M3027	4	66	159671637
4_159820854	M3028	4	66.2	159820854
4_160002447	M3029	4	66.4	160002447
4_160158636	M3030	4	66.6	160158636
4_160468549	M3032	4	67	160468549
4_160607978	M3033	4	67.2	160607978
4_160766624	M3034	4	67.4	160766624
4_160930020	M3035	4	67.6	160930020
4_161092369	M3036	4	67.8	161092369
4_161221777	M3037	4	68	161221777
4_161389116	M3038	4	68.2	161389116
4_161550807	M3039	4	68.4	161550807
4_161717577	M3040	4	68.6	161717577
4_161879122	M3041	4	68.8	161879122
4_162042954	M3042	4	69	162042954
4_162203377	M3043	4	69.2	162203377
4_162363019	M3044	4	69.4	162363019
4_162632222	M3047	4	70	162632222
4_162942569	M3048	4	70.2	162942569
4_163222894	M3049	4	70.4	163222894
4_163521325	M3050	4	70.6	163521325
4_164091909	M3052	4	71	164091909
4_164380256	M3053	4	71.2	164380256
4_164684522	M3054	4	71.4	164684522
4_165208997	M3056	4	71.8	165208997
4_165507274	M3057	4	72	165507274
4_166859634	M3062	4	73	166859634
4_167171268	M3063	4	73.2	167171268
4_167764208	M3065	4	73.6	167764208
4_168000910	M3066	4	73.8	168000910
4_168228734	M3067	4	74	168228734
4_168571135	M3068	4	74.2	168571135
4_168863307	M3069	4	74.4	168863307
4_169158629	M3070	4	74.6	169158629
4_169439774	M3071	4	74.8	169439774
4_169720103	M3072	4	75	169720103
4_169895221	M3073	4	75.2	169895221
4_169957185	M3074	4	75.4	169957185
4_170021801	M3075	4	75.6	170021801
4_170085413	M3076	4	75.8	170085413
4_170143105	M3077	4	76	170143105
4_170797016	M3078	4	76.2	170797016
4_171457846	M3079	4	76.4	171457846
4_172159493	M3080	4	76.6	172159493
4_172837366	M3081	4	76.8	172837366
4_173509957	M3082	4	77	173509957
4_173691979	M3083	4	77.2	173691979
4_173813943	M3084	4	77.4	173813943
4_173958247	M3085	4	77.6	173958247
4_174127354	M3086	4	77.8	174127354
4_174287777	M3087	4	78	174287777
4_174431245	M3088	4	78.2	174431245
4_174654246	M3090	4	78.6	174654246
4_174758959	M3091	4	78.8	174758959
4_174864522	M3092	4	79	174864522
4_174968069	M3093	4	79.2	174968069
4_175071841	M3094	4	79.4	175071841
4_175171450	M3095	4	79.6	175171450
4_175274983	M3096	4	79.8	175274983
4_175393136	M3097	4	80	175393136
4_175609681	M3099	4	80.4	175609681
4_175713463	M3100	4	80.6	175713463
4_175884501	M3101	4	80.8	175884501
4_176086833	M3103	4	81.2	176086833
4_176221496	M3104	4	81.4	176221496
4_176418620	M3106	4	81.8	176418620
4_176502803	M3107	4	82	176502803
4_176691094	M3108	4	82.2	176691094
4_176765398	M3109	4	82.4	176765398
4_176898498	M3110	4	82.6	176898498
4_177022205	M3111	4	82.8	177022205
4_177281063	M3113	4	83.2	177281063
4_177552735	M3115	4	83.6	177552735
4_177645620	M3116	4	83.8	177645620
4_177780505	M3117	4	84	177780505
4_177899319	M3118	4	84.2	177899319
4_178024500	M3119	4	84.4	178024500
4_178131222	M3120	4	84.6	178131222
4_178253462	M3121	4	84.8	178253462
4_178365274	M3122	4	85	178365274
4_178520954	M3123	4	85.2	178520954
4_178693315	M3124	4	85.4	178693315
4_178841393	M3125	4	85.6	178841393
4_179036023	M3126	4	85.8	179036023
4_179203575	M3127	4	86	179203575
4_179362105	M3128	4	86.2	179362105
4_179538074	M3129	4	86.4	179538074
4_179863613	M3131	4	86.8	179863613
4_180028985	M3132	4	87	180028985
4_180306562	M3134	4	87.4	180306562
4_180458021	M3135	4	87.6	180458021
4_180642015	M3136	4	87.8	180642015
4_180729222	M3137	4	88	180729222
4_180984358	M3138	4	88.2	180984358
4_181141092	M3139	4	88.4	181141092
4_181299280	M3140	4	88.6	181299280
4_181467309	M3141	4	88.8	181467309
4_181570131	M3142	4	89	181570131
4_181609026	M3143	4	89.2	181609026
4_181725220	M3146	4	89.8	181725220
4_181797336	M3148	4	90.2	181797336
4_181840422	M3149	4	90.4	181840422
4_181954210	M3150	4	90.6	181954210
4_182136958	M3151	4	90.8	182136958
4_182316173	M3152	4	91	182316173
4_182455193	M3153	4	91.2	182455193
4_182644701	M3154	4	91.4	182644701
4_182829616	M3155	4	91.6	182829616
4_183007423	M3156	4	91.8	183007423
4_183217331	M3157	4	92	183217331
4_183335443	M3158	4	92.2	183335443
4_183517913	M3159	4	92.4	183517913
4_183711341	M3160	4	92.6	183711341
4_183922987	M3161	4	92.8	183922987
4_184161142	M3162	4	93	184161142
4_184314238	M3163	4	93.2	184314238
4_184448918	M3164	4	93.4	184448918
4_184595003	M3165	4	93.6	184595003
4_184736060	M3166	4	93.8	184736060
4_184851850	M3167	4	94	184851850
4_185423551	M3168	4	94.2	185423551
4_185557431	M3169	4	94.4	185557431
4_185718144	M3170	4	94.6	185718144
4_185854793	M3171	4	94.8	185854793
4_185995935	M3172	4	95	185995935
4_186140428	M3173	4	95.2	186140428
4_186287595	M3174	4	95.4	186287595
4_186428580	M3175	4	95.6	186428580
4_186582831	M3176	4	95.8	186582831
4_186720148	M3177	4	96	186720148
4_186933152	M3178	4	96.2	186933152
4_187163313	M3180	4	96.6	187163313
4_187330566	M3181	4	96.8	187330566
4_187469918	M3182	4	97	187469918
4_187610459	M3183	4	97.2	187610459
4_187779846	M3184	4	97.4	187779846
4_187920959	M3185	4	97.6	187920959
4_188185485	M3186	4	97.8	188185485
4_188567208	M3187	4	98	188567208
4_188793418	M3188	4	98.2	188793418
4_188919664	M3189	4	98.4	188919664
4_189131027	M3190	4	98.6	189131027
4_189140062	M3191	4	98.8	189140062
4_189248280	M3192	4	99	189248280
4_189342603	M3193	4	99.2	189342603
4_189430297	M3194	4	99.4	189430297
4_189767593	M3197	4	100	189767593
4_190068972	M3199	4	100.4	190068972
4_190282424	M3200	4	100.6	190282424
4_190487185	M3201	4	100.8	190487185
4_190711345	M3202	4	101	190711345
4_190909457	M3203	4	101.2	190909457
4_191045574	M3204	4	101.4	191045574
4_191231744	M3205	4	101.6	191231744
4_191378402	M3206	4	101.8	191378402
4_192554452	M3209	4	102.4	192554452
4_192976581	M3210	4	102.6	192976581
4_193348570	M3211	4	102.8	193348570
4_193610454	M3212	4	103	193610454
4_194125241	M3214	4	103.4	194125241
4_194651246	M3216	4	103.8	194651246
4_194911618	M3217	4	104	194911618
4_195182283	M3218	4	104.2	195182283
4_195454014	M3219	4	104.4	195454014
4_195779813	M3220	4	104.6	195779813
4_196024986	M3221	4	104.8	196024986
4_196246596	M3222	4	105	196246596
4_196480238	M3223	4	105.2	196480238
4_197189622	M3224	4	105.4	197189622
4_197847501	M3225	4	105.6	197847501
4_198499238	M3226	4	105.8	198499238
4_199130219	M3227	4	106	199130219
4_199790431	M3228	4	106.2	199790431
4_200449394	M3229	4	106.4	200449394
4_200981740	M3230	4	106.6	200981740
4_201421701	M3231	4	106.8	201421701
4_201849130	M3232	4	107	201849130
4_202392679	M3233	4	107.2	202392679
4_202702987	M3234	4	107.4	202702987
4_203166038	M3235	4	107.6	203166038
4_203771626	M3236	4	107.8	203771626
4_204467075	M3237	4	108	204467075
4_205171729	M3238	4	108.2	205171729
4_205686824	M3239	4	108.4	205686824
4_206250114	M3240	4	108.6	206250114
4_207034278	M3241	4	108.8	207034278
4_207980701	M3242	4	109	207980701
4_208887311	M3243	4	109.2	208887311
4_209720772	M3244	4	109.4	209720772
4_210569762	M3245	4	109.6	210569762
4_211424129	M3246	4	109.8	211424129
4_213267587	M3248	4	110.2	213267587
4_214130421	M3249	4	110.4	214130421
4_214690327	M3250	4	110.6	214690327
4_215861480	M3251	4	110.8	215861480
4_216451700	M3252	4	111	216451700
4_218060493	M3253	4	111.2	218060493
4_219564793	M3254	4	111.4	219564793
4_219924897	M3255	4	111.6	219924897
4_220301617	M3256	4	111.8	220301617
4_220718672	M3257	4	112	220718672
4_223580122	M3258	4	112.2	223580122
4_225903045	M3259	4	112.4	225903045
4_226495204	M3260	4	112.6	226495204
4_227059214	M3261	4	112.8	227059214
4_227644400	M3262	4	113	227644400
4_228234068	M3263	4	113.2	228234068
4_228877312	M3264	4	113.4	228877312
4_229341910	M3265	4	113.6	229341910
4_230611999	M3266	4	113.8	230611999
4_231254534	M3267	4	114	231254534
4_231810147	M3268	4	114.2	231810147
4_232389854	M3269	4	114.4	232389854
4_232988364	M3270	4	114.6	232988364
4_233570128	M3271	4	114.8	233570128
4_234197954	M3272	4	115	234197954
4_234419969	M3273	4	115.2	234419969
4_234851869	M3275	4	115.6	234851869
4_235088698	M3276	4	115.8	235088698
4_235275041	M3277	4	116	235275041
4_235414864	M3278	4	116.2	235414864
4_235548631	M3279	4	116.4	235548631
4_235683053	M3280	4	116.6	235683053
4_235819464	M3281	4	116.8	235819464
4_235953342	M3282	4	117	235953342
4_236131153	M3283	4	117.2	236131153
4_236264992	M3284	4	117.4	236264992
4_236399951	M3285	4	117.6	236399951
4_236529935	M3286	4	117.8	236529935
4_236808093	M3288	4	118.2	236808093
4_237301167	M3289	4	118.4	237301167
4_237843229	M3290	4	118.6	237843229
4_238190886	M3291	4	118.8	238190886
4_238390982	M3292	4	119	238390982
4_238609316	M3293	4	119.2	238609316
4_238807539	M3294	4	119.4	238807539
4_239029516	M3295	4	119.6	239029516
4_239085807	M3296	4	119.8	239085807
4_239155146	M3297	4	120	239155146
4_239210721	M3298	4	120.2	239210721
4_239266839	M3299	4	120.4	239266839
