 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,
RIMMA0442,Zea,mays subsp. mays,PI,537097,432033,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0443,Zea,mays subsp. mays,PI,537099,432035,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0444,Zea,mays subsp. mays,PI,538009,432945,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0445,Zea,mays subsp. mays,PI,538011,432947,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0446,Zea,mays subsp. mays,PI,539920,434856,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0447,Zea,mays subsp. mays,PI,539921,434857,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0448,Zea,mays subsp. mays,PI,539922,434858,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0449,Zea,mays subsp. mays,PI,539923,434859,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0450,Zea,mays subsp. mays,PI,539924,434860,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0451,Zea,mays subsp. mays,PI,539926,434862,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0452,Zea,mays subsp. mays,PI,539927,434863,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0453,Zea,mays subsp. mays,PI,543843,438779,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0454,Zea,mays subsp. mays,PI,543846,438782,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0455,Zea,mays subsp. mays,PI,543847,438783,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0456,Zea,mays subsp. mays,PI,543849,438785,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0457,Zea,mays subsp. mays,PI,543850,438786,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0458,Zea,mays subsp. mays,PI,547086,442022,,,,,,,,exPVP,USDA,,LH128,,,,,,,,,,

RIMMA0459,Zea,mays subsp. mays,PI,547088,442024,,,,,,,,exPVP,USDA,,LH208,,,,,,,,,,

RIMMA0460,Zea,mays subsp. mays,PI,558520,453492,,,,,,,Mo22/2*WF9,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0461,Zea,mays subsp. mays,PI,558532,453504,,,,,,,CI 187,2/C103,Breeder's line,USDA,,,,,,,,,,,

RIMMA0462,Zea,mays subsp. mays,PI,445073,340009,Colombia,Narino,,,1700,Narino State,,Traditional cultivar/landrace,USDA,,>100 seeds left,,,,,,,,,,

RIMMA0463,Zea,mays subsp. mays,PI,559918,454890,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0464,Zea,mays subsp. mays,PI,571438,466409,Peru,Huancavelica,,12,,75,1800,,,Traditional cultivar/landrace,USDA,,>50 seeds left,,,,,,,,

RIMMA0465,Zea,mays subsp. mays,PI,571457,466428,Peru,Piura,,5.23333,,79.4667,2300,,,Traditional cultivar/landrace,USDA,,,,,,,,,,

RIMMA0466,Zea,mays subsp. mays,PI,571577,466548,Peru,Apurimac,,14.3167,,72.9167,3600,,,Traditional cultivar/landrace,USDA,,,,,,,,,,

RIMMA0467,Zea,mays subsp. mays,PI,571871,466842,Peru,Apurimac,,13.5833,,72.9167,2800,,,Traditional cultivar/landrace,USDA,,,,,,,,,,

RIMMA0468,Zea,mays subsp. mays,PI,571960,466931,Peru,Ancash,,9.33333,,77.2333,3150,,,Traditional cultivar/landrace,USDA,,,,,,,,,,

RIMMA0469,Zea,mays subsp. mays,PI,583774,478745,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0470,Zea,mays subsp. mays,PI,587136,84234,,,,,,,Pride of Saline,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0471,Zea,mays subsp. mays,PI,587137,82773,,,,,,,,Breeder's line,USDA,,identical to RIMMA0022,,,,,,,,,,

RIMMA0472,Zea,mays subsp. mays,PI,587140,82752,,,,,,,[(Mt42 X B14) B14(3)],Breeder's line,USDA,,,,,,,,,,,,

RIMMA0473,Zea,mays subsp. mays,PI,445114,340050,Colombia,Narino,,,3104,Narino State,,Traditional cultivar/landrace,USDA,,>100 seeds left\ ,,,,,,,,,,

RIMMA0475,Zea,mays subsp. mays,PI,587146,84229,,,,,,,CI.540 x Ill. L,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0476,Zea,mays subsp. mays,PI,587152,82714,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0477,Zea,mays subsp. mays,PI,587154,84221,,,,,,,Rec. I.153,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0478,Zea,mays subsp. mays,PI,593460,516184,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0479,Zea,mays subsp. mays,PI,600751,129750,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0480,Zea,mays subsp. mays,PI,600772,130201,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0481,Zea,mays subsp. mays,PI,600791,131311,,,,,,,A619 x L120,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0482,Zea,mays subsp. mays,PI,600944,152908,,,,,,,Oh43 x L120,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0483,Zea,mays subsp. mays,PI,600954,156006,,,,,,,B73 ^2 x H93,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0484,Zea,mays subsp. mays,PI,600955,156007,,,,,,,Mo17 HI,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0485,Zea,mays subsp. mays,PI,600956,156008,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0486,Zea,mays subsp. mays,PI,600957,156009,,,,,,,A632 X B73,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0487,Zea,mays subsp. mays,PI,600958,156010,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0488,Zea,mays subsp. mays,PI,600959,156011,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0489,Zea,mays subsp. mays,PI,600981,156603,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0490,Zea,mays subsp. mays,PI,601003,157404,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0491,Zea,mays subsp. mays,PI,601004,157405,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0492,Zea,mays subsp. mays,PI,601005,157406,,,,,,,,Advanced cultivar,USDA,,identical to RIMMA0335,,,,,,,,,,

RIMMA0493,Zea,mays subsp. mays,PI,601006,157407,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0494,Zea,mays subsp. mays,PI,601007,157408,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0495,Zea,mays subsp. mays,PI,601008,157409,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0496,Zea,mays subsp. mays,PI,601009,157410,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0497,Zea,mays subsp. mays,PI,601026,157465,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0498,Zea,mays subsp. mays,PI,601037,157676,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0499,Zea,mays subsp. mays,PI,601079,161234,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0500,Zea,mays subsp. mays,PI,601080,161235,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0501,Zea,mays subsp. mays,PI,601150,162354,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0502,Zea,mays subsp. mays,PI,601159,162377,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0503,Zea,mays subsp. mays,PI,601170,165596,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0504,Zea,mays subsp. mays,PI,601171,165597,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0505,Zea,mays subsp. mays,PI,601172,165598,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0506,Zea,mays subsp. mays,PI,601190,165733,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0507,Zea,mays subsp. mays,PI,601191,165734,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0508,Zea,mays subsp. mays,PI,601208,167898,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0509,Zea,mays subsp. mays,PI,601209,167899,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0510,Zea,mays subsp. mays,PI,601210,167900,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0511,Zea,mays subsp. mays,PI,601211,167901,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0512,Zea,mays subsp. mays,PI,601229,167980,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0513,Zea,mays subsp. mays,PI,601230,167983,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0514,Zea,mays subsp. mays,PI,601269,169860,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0515,Zea,mays subsp. mays,PI,601270,169865,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0516,Zea,mays subsp. mays,PI,601300,169989,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0517,Zea,mays subsp. mays,PI,601301,169991,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0518,Zea,mays subsp. mays,PI,601316,170375,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0519,Zea,mays subsp. mays,PI,601317,170376,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0520,Zea,mays subsp. mays,PI,601318,170379,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0521,Zea,mays subsp. mays,PI,601319,170380,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0522,Zea,mays subsp. mays,PI,601320,170381,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0523,Zea,mays subsp. mays,PI,601321,170382,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0524,Zea,mays subsp. mays,PI,601322,170383,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0525,Zea,mays subsp. mays,PI,601360,173148,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0526,Zea,mays subsp. mays,PI,601361,173151,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0527,Zea,mays subsp. mays,PI,601362,173152,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0528,Zea,mays subsp. mays,PI,601374,173959,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0529,Zea,mays subsp. mays,PI,601375,173960,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0530,Zea,mays subsp. mays,PI,601376,173961,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0531,Zea,mays subsp. mays,PI,601377,173962,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0532,Zea,mays subsp. mays,PI,601378,173963,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0533,Zea,mays subsp. mays,PI,601402,174399,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0534,Zea,mays subsp. mays,PI,601403,174400,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0535,Zea,mays subsp. mays,PI,601404,174401,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0536,Zea,mays subsp. mays,PI,601405,174402,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0537,Zea,mays subsp. mays,PI,601416,176272,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0538,Zea,mays subsp. mays,PI,601417,176273,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0539,Zea,mays subsp. mays,PI,601430,176839,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0540,Zea,mays subsp. mays,PI,601438,177597,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0541,Zea,mays subsp. mays,PI,601439,177598,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0542,Zea,mays subsp. mays,PI,601440,177599,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0543,Zea,mays subsp. mays,PI,601441,177601,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0544,Zea,mays subsp. mays,PI,601442,177602,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0545,Zea,mays subsp. mays,PI,601457,177899,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0546,Zea,mays subsp. mays,PI,601458,177900,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0547,Zea,mays subsp. mays,PI,601459,177901,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0548,Zea,mays subsp. mays,PI,601466,177910,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0549,Zea,mays subsp. mays,PI,601467,177911,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0550,Zea,mays subsp. mays,PI,601468,177912,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0551,Zea,mays subsp. mays,PI,601469,177913,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0552,Zea,mays subsp. mays,PI,601470,177914,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0553,Zea,mays subsp. mays,PI,601489,178772,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0554,Zea,mays subsp. mays,PI,601490,178773,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0555,Zea,mays subsp. mays,PI,601491,178776,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0556,Zea,mays subsp. mays,PI,601492,178777,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0557,Zea,mays subsp. mays,PI,601493,178783,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0558,Zea,mays subsp. mays,PI,601494,178784,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0559,Zea,mays subsp. mays,PI,601495,178786,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0560,Zea,mays subsp. mays,PI,601496,178787,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0561,Zea,mays subsp. mays,PI,601497,178790,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0562,Zea,mays subsp. mays,PI,601498,178791,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0563,Zea,mays subsp. mays,PI,601499,178792,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0564,Zea,mays subsp. mays,PI,601500,178795,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0565,Zea,mays subsp. mays,PI,601501,178796,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0566,Zea,mays subsp. mays,PI,601502,178797,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0567,Zea,mays subsp. mays,PI,601558,185636,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0568,Zea,mays subsp. mays,PI,601559,185637,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0569,Zea,mays subsp. mays,PI,601560,185638,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0570,Zea,mays subsp. mays,PI,601561,185639,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0571,Zea,mays subsp. mays,PI,601562,185640,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0572,Zea,mays subsp. mays,PI,601563,185641,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0573,Zea,mays subsp. mays,PI,601564,185642,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0574,Zea,mays subsp. mays,PI,601565,185643,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0575,Zea,mays subsp. mays,PI,601566,185644,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0576,Zea,mays subsp. mays,PI,601567,185645,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0577,Zea,mays subsp. mays,PI,601568,185646,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0578,Zea,mays subsp. mays,PI,601569,185647,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0579,Zea,mays subsp. mays,PI,601570,185648,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0580,Zea,mays subsp. mays,PI,601571,185649,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0581,Zea,mays subsp. mays,PI,601572,185650,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0582,Zea,mays subsp. mays,PI,601573,185651,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0583,Zea,mays subsp. mays,PI,601574,185652,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0584,Zea,mays subsp. mays,PI,601575,185653,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0585,Zea,mays subsp. mays,PI,601576,185654,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0586,Zea,mays subsp. mays,PI,601583,185875,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0587,Zea,mays subsp. mays,PI,601610,186557,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0588,Zea,mays subsp. mays,PI,601611,186558,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0589,Zea,mays subsp. mays,PI,601612,186559,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0590,Zea,mays subsp. mays,PI,601724,188095,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0591,Zea,mays subsp. mays,PI,601725,188096,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0592,Zea,mays subsp. mays,PI,601729,188100,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0593,Zea,mays subsp. mays,PI,601773,189902,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0594,Zea,mays subsp. mays,PI,601774,189903,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0595,Zea,mays subsp. mays,PI,601775,189905,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0596,Zea,mays subsp. mays,PI,601776,189906,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0597,Zea,mays subsp. mays,PI,601777,189908,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0598,Zea,mays subsp. mays,PI,601778,189909,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0599,Zea,mays subsp. mays,PI,601779,189910,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0600,Zea,mays subsp. mays,PI,601780,189911,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0601,Zea,mays subsp. mays,PI,601781,189912,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0602,Zea,mays subsp. mays,PI,601782,189913,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0603,Zea,mays subsp. mays,PI,601783,189914,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0604,Zea,mays subsp. mays,PI,601784,189915,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0605,Zea,mays subsp. mays,PI,601785,189916,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0606,Zea,mays subsp. mays,PI,601786,189917,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0607,Zea,mays subsp. mays,PI,601787,189918,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0608,Zea,mays subsp. mays,PI,601788,189919,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0609,Zea,mays subsp. mays,PI,601789,189920,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0610,Zea,mays subsp. mays,PI,601790,189921,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0611,Zea,mays subsp. mays,PI,601791,189922,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0612,Zea,mays subsp. mays,PI,601792,189923,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0613,Zea,mays subsp. mays,PI,601808,190167,,,,,,,,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0614,Zea,mays subsp. mays,PI,628445,61845,Mexico,Jalisco,19.9333,,103.733,1800,Tapalpa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0615,Zea,mays subsp. mays,PI,628480,61934,Mexico,Puebla,20.1333,,97.2,152,San Jose Acateno.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0616,Zea,mays subsp. mays,PI,629202,73608,Mexico,Jalisco,20.8167,,102.733,2000,Campo Agricultura Experimental Altiplano de Jalisco  Tepatitlan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0617,Zea,mays subsp. mays,PI,644101,127095,,,,,,,(B37 x 644) B37.  The line was produced by crossing B37 X 644 then backcrossing to B37 followed by seven generations of selfing and selection for plant type and yield.,Advanced cultivar,USDA,,,,,,,,,,,,

RIMMA0618,Zea,mays subsp. mays,PI,645729,82901,Mexico,Chiapas,15.4667,,92.15,2240,Bejucal De Ocampo.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0619,Zea,mays subsp. mays,PI,645772,82963,Mexico,Guerrero,18.3667,,99.55,731,Iguala.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0620,Zea,mays subsp. mays,PI,645786,82981,Mexico,Guanajuato,20.2167,,100.883,1800,Zona Federal  Salvatierra.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0621,Zea,mays subsp. mays,PI,645804,83000,Mexico,Guanajuato,21.1333,,101.667,1870,Ejido Albarradones  Leon.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0622,Zea,mays subsp. mays,PI,645837,83041,Mexico,Jalisco,19.9333,,103.733,1800,Tapalpa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0623,Zea,mays subsp. mays,PI,645841,83049,Mexico,Jalisco,20.5,,103.15,2200,Juanacatlan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0624,Zea,mays subsp. mays,PI,645930,83163,Mexico,Oaxaca,17.1667,,96.7833,1640,Etla.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0625,Zea,mays subsp. mays,PI,645984,83249,Mexico,Puebla,18.9667,,97.45,2580,San Martin Ojo de Agua  Chalchicomula Sesma.,,Traditional cultivar/landrace,USDA,,in Wang et al. 2017 this number switched with 438 (so what is labeled as 438 in that paper is really this sample),,,,,,,,,

RIMMA0626,Zea,mays subsp. mays,PI,645993,83262,Mexico,Puebla,19.8667,,97.5833,2260,Plan de Guadalupe  Zacapoaxtla.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0628,Zea,mays subsp. mays,PI,646017,83312,Mexico,Tamaulipas,23.3,,99.0167,213,Llera de Canales.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0629,Zea,mays subsp. mays,PI,646057,83393,Mexico,Tlaxcala,19.1333,,98.2,2281,Tenancingo.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0630,Zea,mays subsp. mays,PI,646069,83418,Mexico,Veracruz,,,2220,Tepichulco  Cofre de Perote.,,Traditional cultivar/landrace,USDA,,>50 seeds left,,,,,,,,,,

RIMMA0631,Zea,mays subsp. mays,PI,646072,83427,Mexico,Veracruz,19.7667,,97.25,2200,Estanzuela  Altotonga.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0632,Zea,mays subsp. mays,Ames,15929,73887,,,,,,,,Breeder's line,USDA,,was RIMMA0361,,,,,,,,,,

RIMMA0633,Zea,mays subsp. mays,Ames,19326,82779,,,,,,,Illinois Synthetic,Breeder's line,USDA,,was RIMMA0362\ \ ,,,,,,,,,,

RIMMA0634,Zea,mays subsp. mays,Ames,19330,82786,,,,,,,,Breeder's line,USDA,,was RIMMA0363,,,,,,,,,,

RIMMA0635,Zea,mays subsp. mays,Ames,24734,557027,,,,,,,Iowa Stiff Stalk Synthetic,Breeder's line,USDA,,was RIMMA0364,,,,,,,,,,

RIMMA0636,Zea,mays subsp. mays,Ames,26116,606091,,,,,,,(CI3 X related inbred) CI3 ^2,Breeder's line,USDA,,was RIMMA0365,,,,,,,,,,

RIMMA0637,Zea,mays subsp. mays,Ames,26138,606113,,,,,,,Krug , Nebraska Reid strain x Iowa Gold Mine,Breeder's line,USDA,,was RIMMA0366,,,,,,,,,

RIMMA0638,Zea,mays subsp. mays,Ames,27062,645456,,,,,,,,Breeder's line,USDA,,was RIMMA0367,,,,,,,,,,

RIMMA0639,Zea,mays subsp. mays,Ames,27067,645460,,,,,,,,Breeder's line,USDA,,was RIMMA0368,,,,,,,,,,

RIMMA0640,Zea,mays subsp. mays,Ames,27130,645512,,,,,,,,Breeder's line,USDA,,identical to RIMMA0011; packet previously labelled RIMMA0369?,,,,,,,,,,

RIMMA0641,Zea,mays subsp. mays,Ames,27131,645513,,,,,,,,Breeder's line,USDA,,was RIMMA0370,,,,,,,,,,

RIMMA0642,Zea,mays subsp. mays,Ames,28367,713409,,,,,,,(L317 x 33,16) 33,16 ^2,Breeder's line,USDA,,was RIMMA0371,,,,,,,,

RIMMA0644,Zea,mays subsp. mays,Ames,28771,715318,Chile,,,,,,,Traditional cultivar/landrace,USDA,,was RIMMA0373,,,,,,,,,,

RIMMA0645,Zea,mays subsp. mays,CIze,28,993,,,,,,,Recovered blight resistant strain of B2,Breeder's line,USDA,,was RIMMA0374,,,,,,,,,,

RIMMA0646,Zea,mays subsp mays x mays subsp. parviglumis,,,,,,,,,,B73 x PI384066,,McMullen,,DNA only no seed,,,,,,,,,,

